cmd,time,loc,pref
강남구청역 근처에 혼밥하기 좋은 식당 있나요?,없음,강남구청역,혼밥
홍대입구역 근처의 맛집을 추천해주세요.,저녁,홍대입구역,없음
강남역에서 친구들이랑 갈만한 술집 있나요?,저녁,강남역,술을 마실 수 있는 곳
연남동에서 소개팅하기 좋은 장소 추천해주세요.,없음,연남동,소개팅하기 좋은 장소
강남역 근처 맛집 좀 알려주세요!,없음,강남역,없음
강남역 주변에 맛있는 파스타집 알려줘.,없음,강남역,맛있는 파스타
강남역 근처에 맛있는 고기집 좀 소개해 주세요.,없음,강남역,고기
강남역에서 가까운 분위기 좋은 술집 좀 알려주세요.,저녁,강남역,술집
지금 이 시간대에 강남역 근처에서 혼밥할 만한 곳 있을까?,없음,강남역,혼밥 가능한 식당
지금 이 시간에 먹을만한 야식이 뭐가 있을까요?,저녁,없음,야식
요즘 날씨도 좋은데 한강에서 치맥 어때?,없음,여의도한강공원,"치킨, 맥주"
강남역 주변에 맛있는 파스타집 있나요?,없음,강남역,파스타
강남역 근처에 혼자서 먹을만한 맛집이 있나요?,없음,강남역,혼자서 먹을 수 있어야 함
강남역 근처에서 점심 먹을만한 곳 추천해줘.,점심,강남역,없음
한양대 맛집 알려줘!,없음,한양대학교,없음
강남구청역 주변에 혼밥할만한 곳 있을까요?,없음,강남구청역,혼밥
내일 점심으로 먹기 좋은 메뉴 추천해줘.,점심,서울 마포구,없음
제주도에서 한식을 먹을 수 있는 맛집을 추천해주세요.,없음,제주도,한식
내일 점심으로 괜찮은 초밥집 추천해줘.,점심,없음,초밥
가로수길이나 압구정로데오 쪽에 괜찮은 술집 있나요?,저녁,가로수길,술집
강남역 주변에 분위기 좋은 술집을 알고 싶어요.,저녁,강남역,분위기 좋은 술집
여기서 제일 유명한 메뉴가 뭐야?,없음,없음,없음
내일 점심으로 간단히 먹을 수 있는 곳 알려주세요!,점심,없음,없음
광화문 주변에 분위기 좋은 레스토랑 추천해주세요.,없음,광화문,분위기 좋은 레스토랑
서울 근교에 갈만한 곳이 있을까요?,없음,서울,갈만한 곳
신촌이나 홍대쪽에 맛있는 고깃집 좀 알려주세요.,없음,신촌,고기
인천공항에서 가까운 호텔이 어디야?,없음,인천공항,없음
내일 뭐 먹지?,저녁,서울,없음
서울대학교 앞 맛집 추천해주세요.,없음,서울대학교 앞,없음
혹시 강남쪽에 괜찮은 스시야가 있을까요?,없음,강남구,스시야
"제주도 여행을 가려고 하는데, 맛집이나 관광지 추천해주세요.",없음,제주도,없음
강남역 근처에서 점심 먹을만한 곳 있나요?,점심,강남역,없음
내일 저녁 약속이 있는데 어디가 좋을까요?,저녁,강남역,"양식, 한식"
강남역 근처에 맛있는 라멘집 있나요?,없음,강남역,라멘
성수동에 분위기 좋은 카페를 알고 싶어요.,없음,성수동,카페
오늘은 뭐 먹지?,없음,없음,없음
서울 근교 드라이브 코스 추천해주세요.,없음,서울,드라이브 코스
한양대역 근처에 있는 카페 중에 공부하기 좋은 곳 있나요?,없음,한양대학교,공부하기 좋은 카페
강남역에서 점심 먹을 만한 곳 추천해주세요.,점심,강남역,없음
사당역 부근의 맛있는 파스타집을 추천해주세요.,없음,사당역,맛있는 파스타집
강남역에서 소개팅하기 좋은 레스토랑 좀 알려줘.,없음,강남역,소개팅 장소
"고기가 먹고 싶은데, 어디서 먹지?",저녁,없음,고기
이태원에서 데이트할 때 가볼 만한 곳 있나요?,없음,이태원,데이트 코스
요즘 핫한 곳 어디에요?,없음,없음,핫한 곳
강남역 주변에 괜찮은 술집 좀 알려줄래?,저녁,강남역,술 마시기 좋은 곳
강남역 주변 회식 장소 추천해주세요.,없음,강남역,회식 장소
강남역 혼밥하기 좋은 곳 추천해주세요.,없음,강남역,혼밥
강남역에 맛있는 고깃집 알려주세요~,없음,강남역,고기
주말에 친구랑 같이 가기 좋은 이태원 카페 추천해줘.,없음,이태원,친구와 함께 방문하기 좋은 카페
서울에서 저녁에 갈만한 분위기 좋은 레스토랑을 알려주세요.,저녁,서울,분위기 좋은 레스토랑
홍대 맛집 추천해주세요.,없음,홍대입구역,없음
혹시 서울 근교에 괜찮은 카페가 있을까요?,없음,서울,분위기 좋은 카페
점심은 뭐 먹지?,점심,없음,없음
강남역 근처에 가성비 좋은 횟집이 있을까요?,저녁,강남역,횟집
강남역 맛집 알려주세요!,없음,강남역,없음
이 근처에 괜찮은 식당이 있나요?,점심,없음,없음
가성비 좋은 스테이크 집을 추천해주세요.,점심,강남역,가성비 좋은 스테이크
강남역 근처에 맛있는 중국집 있나요?,없음,강남역,중국음식
강남역 근처에서 회식하기 좋은 장소가 있을까요?,없음,서울 강남역,회식장소
강남역 주변에서 점심으로 먹을만한 음식점이 있나요?,없음,강남역,없음
서울 근교의 경치 좋은 카페를 찾고 있습니다. 어디가 좋을까요?,없음,서울,경치 좋은 카페
"이태원, 한남동 쪽에 분위기 좋은 레스토랑 추천해주세요.",없음,이태원,분위기가 좋아야 함
이태원역 근처의 괜찮은 레스토랑을 알려주세요.,없음,이태원역,괜찮은 레스토랑
이번 주말에 가족과 함께 갈만한 식당 좀 추천해 주세요.,없음,서울,가족과 함께 갈 만한 곳
강남역근처의 맛있는 식당 알려주세요!,점심,강남역,없음
홍대에서 데이트하기 좋은 분위기 좋은 레스토랑 추천해주세요.,없음,홍대,레스토랑
오늘 저녁에 가족들과 함께 갈 만한 식당을 추천해 주세요.,없음,없음,없음
홍대에서 분위기 좋은 술집 알려줘.,저녁,홍대,분위기 좋은 술집
강남역 근처에 분위기 좋은 레스토랑이 있을까요?,없음,강남역,분위기 좋은 레스토랑
지금 어디서 뭘 하고 있지?,없음,없음,없음
강남역 주변에 혼밥하기 좋은 식당 있나요?,없음,강남역,혼밥
이 주변에 맛있는 파스타집 없나요?,점심,없음,파스타
한양대 주변에 혼밥하기 좋은 식당 좀 알려주라.,없음,한양대학교,혼밥 가능한 식당
강남역 근처에 맛있는 중국집 좀 소개시켜 주세요.,없음,강남역,맛있는 중국집
강남역에서 여자친구랑 데이트하기 좋은 맛집좀 알려주세요!!,없음,강남역,데이트 장소
이태원 데이트 코스 짜줘.,없음,이태원,데이트 코스
어디서 먹을까?,없음,없음,없음
강남역 주변에 분위기 좋은 파스타 집 있나요?,점심,강남역,분위기 좋은 파스타
강남역 맛집을 검색하고 싶어요.,없음,강남역,없음
어디가 맛있을까요?,없음,없음,없음
"강남역에서 친구랑 저녁 먹을 건데, 분위기 좋고 맛있는 레스토랑 추천해주세요!",없음,강남역,없음
가로수길이나 압구정로데오쪽에 맛집추천좀 해주세요~,없음,가로수길,없음
오늘 저녁 뭐 먹지?,저녁,없음,없음
강남역 주변의 맛있는 고기집을 알려주세요.,없음,강남역,고기가 맛있어야 함
혹시 여기가 어딘지 아시나요?,없음,없음,사진 속 장소를 찾아주세요.
수원 영통구 쪽에 괜찮은 초밥집 있나요?,없음,수원 영통구,초밥
밥은 먹고 다니냐?,없음,없음,없음
서울 근교로 놀러갈만한 곳 없을까요?,없음,서울,놀러갈만한 곳
홍대입구역 주변에 혼밥할만한곳 있나요?,없음,홍대입구역,혼밥
오늘 점심은 뭘 먹을까요?,없음,없음,없음
강남역 주변에 혼밥하기 좋은 곳 알려주세요.,없음,강남역,혼밥
강남역 주변에 맛집 추천해주세요~,없음,강남역,없음
홍대입구역 근처 맛있는 라멘집 알려주세요.,점심,홍대입구역,일본식 라멘
강남역 근처에 괜찮은 카페 있나요?,없음,강남역,카페
강남역 맛집 알려주세요.,점심,강남역,없음
압구정로데오역 근처에 혼밥하기 좋은 곳이 있을까요?,없음,압구정로데오역,혼밥
강남역 근처에 분위기 좋은 레스토랑을 찾고 있어요. 추천해주세요.,저녁,강남역,레스토랑
강남역 주변에 괜찮은 일식집 있을까요?,없음,강남역,일식집
맛있는 음식점을 찾고 싶어요.,없음,없음,없음
서울에서 가장 맛있는 파스타집은 어디인가요?,없음,서울 전역,파스타
서울 근교 드라이브 코스 추천해주세요.,없음,서울,드라이브
점심으로 먹기 좋은 곳은 어디인가요?,점심,없음,없음
강남역 주변에 괜찮은 카페 있나요?,없음,강남역,카페
강남역 주변에 괜찮은 이자카야 있나요?,없음,강남역,이자카야
요즘 핫한 레스토랑을 추천해주세요.,없음,없음,유명한 레스토랑
강남역에서 가까운 맛집 좀 알려줘요.,없음,강남역,없음
서울역 근처의 분위기 좋은 카페를 추천해 주세요.,없음,서울역,분위기 좋은 카페
강남역 주변에 분위기 좋은 레스토랑을 추천해주세요.,없음,강남역,분위기 좋은 레스토랑
강남쪽에 맛있는 족발집 있나요?,없음,강남,족발
강남에서 점심 먹을 만한 곳 추천해줘.,점심,강남구,없음
강남에서 소개팅하는데 분위기 좋은 레스토랑 없을까?,없음,강남구,데이트하기 좋은 곳
을지로입구역 근처에서 회식할만한 장소 알려줘.,저녁,을지로입구역,회식
서울에 있는 분위기 좋은 레스토랑 좀 알려주세요.,없음,서울,분위기 좋은 레스토랑
강남역 근처에서 소개팅하기 좋은 레스토랑 알려주세요.,없음,강남역,소개팅 장소
홍대입구역근처로 혼밥하기좋은곳 알려주세요!,없음,홍대입구역,혼밥
가로수길 데이트 코스 추천해주세요.,없음,신사동 가로수길,데이트 코스
오늘 점심은 어디서 먹을까요?,점심,없음,없음
신림사거리 순대타운 말고 다른 맛집 아는 사람?,없음,신림사거리,순대타운 제외
강남역 주변의 분위기 좋은 레스토랑을 알려주세요.,저녁,강남역,분위기 좋은 레스토랑
강남역에서 친구들과 함께 갈만한 분위기 좋은 술집 추천해주세요.,저녁,강남역,분위기 좋은 술집
홍대근처에 분위기 좋고 조용한 술집 추천해주세요.,저녁,홍대입구역,조용하고 분위기 좋은 술집
강남역 주변 점심으로 먹기 좋은 곳 알려주세요~,점심,강남역,없음
강남역 주변 맛집 추천해주세요!,없음,강남역,없음
서울 근교로 놀러가려고 하는데 어디가 좋을까요?,없음,서울,갈만한 곳
왕십리 6번출구 쪽에 있는 카페 이름이 뭐였지?,없음,왕십리,카페이름
강남역 주변에 괜찮은 횟집 있나요?,없음,강남역,횟집
부산 해운대 맛집 추천해주세요.,없음,부산 해운대,없음
회사 회식 장소로 적당한 강남역 맛집을 알려주세요.,없음,강남역,회사 회식 장소
강남역 주변으로 해서 회식장소로 좋은 곳 알려주세요!,없음,강남역,회식장소
오늘 날씨 어때?,없음,없음,없음
홍대입구역 근처에서 가성비 좋은 맛집 추천해주세요.,없음,홍대입구역,없음
홍대입구역 근처 맛집 알려주세요.,점심,홍대입구역,없음
강남역 근처에서 회식할만한 곳 추천해주세요.,저녁,강남역,회식장소
서울에서 괜찮은 한정식 집을 추천해주세요.,없음,서울,한정식
서울에서 가장 맛있는 곱창집은 어디인가요?,없음,서울,곱창
역삼역 근처 괜찮은 횟집 알려주세요.,없음,역삼역,괜찮은 횟집
강남역 주변에 혼밥하기 좋은 곳 알려주세요!,없음,강남역,혼밥
제주도 여행코스 추천해주세요.,없음,제주도,없음
서울 근교로 놀러가기 좋은 곳이 어디있을까요?,없음,서울,여행지
강남역 근처에 맛있는 곱창집이 있나요?,없음,강남역,곱창
왕십리 엔터식스에서 영화보고 밥먹을건데 뭐가 맛있나요?,없음,왕십리 엔터식스,없음
강남역 주변에 분위기 좋은 레스토랑이 있을까요?,없음,강남역,분위기 좋은 레스토랑
"강남역에서 친구들과 술 한잔 하려고 하는데, 괜찮은 곳 있을까요?",저녁,강남역,술집
오늘 저녁은 뭐먹지?,없음,없음,없음
강남에서 가장 핫한 클럽은 어디인가요?,없음,강남,클럽
강남역 주변에 분위기 좋은 레스토랑 좀 알려줘.,없음,강남역,분위기가 좋아야 함
강남역 주변에 맛집 좀 알려주세요.,저녁,강남역,없음
홍대입구역 근처에 혼밥하기 좋은 곳 있나요?,없음,홍대입구역,혼밥
강남구청역 주변에 회식하기 좋은 곳 알려주세요!!,없음,강남구청역,회식장소
건대 입구쪽에 분위기 좋은 술집 있나요?,저녁,건대 입구근처,분위기 좋은 술집
저녁으로 먹을만한거 추천해줘.,저녁,없음,없음
홍대입구역근처 조용한 카페 추천해줘!,없음,홍대입구역,조용한 카페
홍대에서 소개팅하기 좋은 장소 좀 알려주세요.,없음,홍대,소개팅 하기 좋은 장소
압구정로데오역 근처에 스테이크 맛있게 하는 가게좀 알려주세요.,없음,압구정로데오역,스테이크
이번주 토요일날 홍대에서 친구들이랑 놀기로 했는데 분위기 좋고 안주 맛있는 술집 추천해주세요.,저녁,홍대,"분위기, 안주"
왕십리역 주변의 떡볶이 맛집 알려주세요.,없음,왕십리역,떡볶이
강남역 맛집 추천해주세요.,없음,강남역,없음
오늘 점심은 뭐먹지?,점심,없음,없음
강남역 주변에 분위기 좋은 레스토랑 좀 알려주세요.,저녁,강남역,분위기 좋은 레스토랑
오늘 점심 뭐 먹지?,점심,없음,없음
강남역 근처에 분위기 좋은 레스토랑 있나요?,없음,강남역,분위기 좋은 레스토랑
요즘 뜨는 핫플레이스가 어디야?,없음,없음,없음
강남역 주변에 맛있는 파스타집 알려줘.,없음,강남역,파스타
여기 근처에서 저녁을 해결해야 하는데 어디로 가지?,저녁,없음,없음
강남에서 혼밥하기 좋은 식당 알려주세요!,없음,강남,혼밥
여기 근처에서 저녁을 해결해야 하는데 어디로 가지?,저녁,없음,없음
지금까지 먹어본 가장 맛있는 햄버거는 무엇인가요?,없음,없음,자신이 먹어본 가장 맛있는 햄버거
서울 시내의 괜찮은 중식당(중식 레스토랑)을 알려주세요.,없음,서울시내,중식당
홍대입구역 근처 분위기 좋은 카페 추천해주세요.,없음,홍대입구역,분위기 좋은 카페
분위기 좋은 카페 알려주세요.,없음,없음,분위기 좋은 카페
종로3가쪽에 갈만한 술집있나요?,저녁,종로3가,술집
서울 근교에 드라이브 갈만한 곳이 있을까요?,없음,서울,드라이브
강남역 주변에 있는 일식집 중에 괜찮은 곳 추천해 주세요.,없음,강남역,일식집
강남역근처로 혼밥하기 좋은 곳 알려주세요!,없음,강남역,혼밥
서울역 근처 가성비 좋은 스시집 있나요?,없음,서울역,가성비 좋은 스시집
강남역 근처의 이탈리안 레스토랑 중 제일 맛있는 곳은 어디야?,점심,강남역,이탈리안 레스토랑
강남구청역 주변 점심메뉴 추천좀 해주세요~,없음,강남구청역,없음
오늘은 어디서 밥을 먹을까?,점심,없음,없음
강남역에서 점심으로 먹을만한거 뭐있을까요?,없음,강남역,없음
한양대병원 주변에 맛집 추천해주세요~,없음,한양대학교 병원,없음
서울대학교 근처 카페 추천해줘.,없음,서울대학교,카페
홍대입구역 근처에 점심으로 먹기 좋은 곳 있나요?,없음,홍대입구역,없음
홍대입구역 근처 맛있는 파스타집 알려줘.,없음,홍대입구역,맛있는 파스타집
강남역 근처에 혼밥하기 좋은 곳이 어디가 있을까요?,없음,강남역,혼밥
강남역 근처에 맛있는 고기집 좀 추천해주세요.,없음,강남역,고기집
서울에 괜찮은 뷔페가 있나요?,점심,서울,뷔페
강남역에서 가까운 호텔 뷔페가 어디인가요?,없음,강남역,호텔 뷔페
강남역 근처에 점심 먹기 좋은 맛집 좀 소개해주세요.,점심,강남역,없음
강남역 근처에 일본식 라멘을 먹을 수 있는 맛집이 어디인가요?,없음,강남역,일본식 라멘
고기가 먹고 싶어요. 어디가 맛있을까요?,없음,없음,고기
용인에서 저녁 먹을 수 있는 분위기 좋은 식당 추천해주세요.,없음,용인,분위기 좋은 식당
치킨에 맥주를 마실 수 있는 곳은 어디가 좋을까요?,없음,없음,치맥
부산역 근처 밀면집 추천해주세요.,없음,부산역,밀면
강남역 주변에 소개팅 할만한 장소 있어?,없음,강남역,소개팅
강남역 부근 맛집 알려주세요.,없음,강남역,없음
이태원이나 한남동 쪽에 분위기 좋은 레스토랑 있나요?,없음,이태원,분위기 좋은 레스토랑
서울역 근처 분위기 좋은 레스토랑 추천해줘.,저녁,서울역,분위기 좋은 레스토랑
압구정로데오쪽에 분위기 좋고 맛있는 레스토랑 있나요?,없음,압구정로데오,없음
강남역에서 소개팅할건데 분위기 좋은 레스토랑 추천해주세요!,없음,강남역,분위기 좋은 레스토랑
강남역에 괜찮은 스시집이 있나요?,없음,강남역,스시
분위기 좋은 식당 추천해주세요.,점심,없음,분위기 좋은 곳
강남역 근처에 괜찮은 이자카야 있나요?,저녁,강남역,이자카야
서울시청 주변에 혼밥할만한 곳이 어디있을까요?,없음,서울시청,혼밥
강남역 주변 회식 장소 추천해주세요.,없음,강남역,회식장소
홍대에 분위기 좋은 술집 있나요?,저녁,홍대,분위기
강남구청역이나 압구정로데오역 쪽에 맛집 좀 알려주세요~,저녁,강남구청역,없음
강남역 근처에 괜찮은 술집 알려줘.,저녁,강남역,"이자카야, 맥주집 등"
광화문 근처 맛집 추천해주세요.,없음,광화문,없음
"부산으로 출장 가는데, 괜찮은 호텔 좀 찾아줘.",없음,부산,비즈니스 호텔
강남역 주변에 괜찮은 식당 없나요?,점심,강남역,없음
가로수길 쪽에 점심으로 먹기 좋은 곳 추천해주세요!,없음,가로수길,없음
서울대학교병원 근처에 맛있는 집 있나요?,점심,서울대학교병원,맛이 좋아야 함
강남역에서 밥먹을만한 곳이 어디있을까요?,점심,강남역,밥집
한양대 앞인데 맛있는거 추천좀 해줘!,없음,한양대학교,없음
홍대입구역 근처에 점심 먹기 좋은 곳 어디야?,없음,홍대입구역,없음
홍대입구역 주변에 혼밥하기 좋은 식당 있을까요?,없음,홍대입구역,혼밥 가능한 식당
"광화문, 종로쪽에 괜찮은 스시야가 있을까요?",점심,광화문,스시야
내일 저녁으로 먹기 좋은거 추천해주세요!,저녁,왕십리,양식 제외
홍대입구역에 분위기 좋은 술집 있나요?,저녁,홍대입구역,술집
여기서 가장 가까운 편의점은 어디야?,없음,없음,편의점
이번 주말에 가족끼리 외식하러 갈건데 추천 좀 해줘!,점심,없음,없음
홍대입구역 쪽에 분위기 좋은 술집 좀 알려줘!,저녁,홍대입구역,분위기 좋은 술집
강남역에서 점심 먹을만한 곳 추천해주세요.,없음,강남역,없음
강남역 근처에 분위기 좋은 레스토랑 있나요?,없음,강남역,분위기 좋은 레스토랑
내일 저녁 6시쯤 강남역 부근에서 식사할건데 메뉴 좀 추천해줘.,저녁,강남역,양식 제외
강남역에서 가까운 횟집 괜찮은 곳 어디 없나요?,없음,강남역,횟집
요즘 핫한 술집 어디인가요?,저녁,없음,술
강남역에서 소개팅할만한 장소 좀 추천해주세요.,없음,강남역,소개팅하기 좋은 곳
강남역 주변에 분위기 좋은 술집 좀 알려주세요.,저녁,강남역,분위기 좋은 술집
내일 날씨 어때?,없음,서울특별시,기상정보
강남역 근처에 괜찮은 술집 있나요?,저녁,강남역,술집
이번에 친구들이랑 부산여행을 가는데 코스 좀 짜주세요!,없음,부산,1박 2일 일정의 여행코스
서울 근교에 드라이브 코스 추천해주세요.,없음,서울,드라이브 코스
내일 점심은 어디서 먹지?,점심,없음,없음
강남역에서 소개팅하기 좋은 레스토랑을 추천해주세요.,없음,강남역,레스토랑
"저기, 혹시 여기서 가까운 식당이 어디인지 아세요?",없음,없음,없음
강남역에서 친구랑 밥먹을건데 뭐가 맛있을까요??,없음,강남역,없음
가로수길에서 소개팅하기 좋은 레스토랑 추천해줘.,없음,가로수길,소개팅하기 좋은 레스토랑
맛있는 고깃집 추천해주세요.,없음,없음,없음
강남에서 점심 먹을만한거 추천좀 해줘!,없음,강남,없음
다음 중 가장 가까운 지하철역은 어디인가요?,없음,없음,지도에 표시된 위치와 가장 가까운 지하철역
사당역 근처에 혼밥하기 좋은 곳 있나요?,없음,사당역,혼밥 가능한 곳
이 근처에 괜찮은 술집이 있을까요?,저녁,없음,없음
홍대에서 놀만한 곳 추천해주세요!,없음,홍대,놀만한 곳
신촌역 주변에 혼밥하기 좋은 곳을 알려주세요.,없음,신촌역,혼밥하기 좋은 곳
홍대입구역 근처에 괜찮은 카페가 있나요?,없음,홍대입구역,카페
강남역 주변 맛집 좀 알려주세요!,없음,강남역,없음
압구정로데오역 근처의 한식집 추천해주세요.,없음,압구정로데오역,한식집
다음주 토요일 점심으로 갈만한 곳 찾아줘.,점심,서울 마포구,없음
강남구청 쪽에 괜찮은 카페나 빵집이 있을까요?,없음,강남구청,"카페, 빵집"
강남역 근처에 삼겹살 맛집을 알려주세요.,저녁,강남역,삼겹살
연남동 주변에 분위기 좋은 와인바 추천해주세요.,없음,연남동,분위기 좋은 와인바
부산에 놀러왔는데 회를 먹고 싶은데 어디가 좋을까요?,점심,부산,회
부산에서 맛있는 집 알려줘.,없음,부산,없음
제주도 여행 코스 추천해주세요.,없음,제주도,없음
홍대입구역 근처 분위기 좋은 술집 알려주세요~,저녁,홍대입구역,분위기 좋은 술집
서울에서 괜찮은 오마카세 알려주세요!,없음,서울,오마카세
서울역 근방 맛집 추천 부탁드립니다.,없음,서울역 근방,없음
강남역 근처에 분위기 좋은 레스토랑 있나요?,없음,강남역,분위기가 좋아야 함
서울 근교로 놀러갈만한 곳 있나요?,없음,서울,놀러갈만한 곳
서울 근교 드라이브 코스 추천해주세요.,없음,서울,드라이브 코스
서울에서 가장 좋은 호텔은 어디인가요?,없음,서울 전역,최고급 호텔
강남역 근처에 회식하기 좋은 곳을 알려주세요.,없음,강남역,회식장소
강남역 근처 맛집 알려주세요.,저녁,강남역,없음
강남역 근처에 분위기 좋은 레스토랑 있나요?,없음,강남역,분위기 좋은 레스토랑
다음 중 가장 맛있는 것을 고르시오.,없음,서울 어딘가,1) 고기 2) 회 3) 치킨 4) 피자
신논현역 근처의 점심으로 괜찮은 식당이 있을까요?,점심,신논현역,없음
"지금 강남역에서 친구들이랑 놀고 있는데, 분위기 좋은 술집 추천좀 해줘.",저녁,강남역,분위기 좋은 술집
강남역 주변에 괜찮은 횟집 좀 알려줄래?,없음,강남역,횟집
강남역 근처에 점심으로 파스타를 먹을 수 있는 레스토랑이 있을까요?,점심,강남역,파스타
강남역 근처에 맛있는 중국집 있나요?,점심,강남역,맛있는 중국집
강남역에서 소개팅하기 좋은 곳 어디 있나요?,없음,강남역,소개팅
오늘 점심은 뭐 먹지?,점심,없음,없음
오늘 저녁은 뭘 먹을까?,없음,없음,없음
서울 근교로 드라이브 가기 좋은 곳 추천해 주세요!,없음,서울,드라이브
신촌역 근처에 혼밥할만한 식당 있어?,없음,신촌역,혼밥
강남역에 회식하기 좋은 곳 알려주세요!,없음,강남역,회식장소
강남역에서 소개팅 할건데 분위기 좋은 맛집 좀 소개시켜주세요.,없음,강남역,소개팅 장소
홍대입구역 근처의 분위기 좋은 카페 추천해주세요.,없음,홍대입구역,분위기가 좋아야 함
강남역에서 혼밥하기 좋은곳 알려주세요!,없음,강남역,혼밥
"광화문, 경복궁 근처의 분위기 좋은 카페 추천해주세요.",없음,광화문,분위기 좋은 카페
서울에서 데이트 하기 좋은곳 알려주세요~,없음,서울,데이트 장소
오늘 점심은 뭐 먹지?,점심,없음,없음
강남역 근처에 혼술하기 좋은 술집 좀 알려줄래?,저녁,강남역,혼술하기 좋은 장소
오늘 점심은 뭐 먹지?,점심,서울,없음
강남역 근처에 삼겹살 맛집 찾아줘.,저녁,강남역,삼겹살
내일 저녁에 친구랑 갈만한 분위기 좋은 술집 좀 알려주세요.,저녁,서울,분위기 좋은 술집
홍대입구역 근처에 분위기 좋은 카페 있나요?,없음,홍대입구역,분위기 좋은 카페
내일 점심 때 갈만한 한식집 추천해줘.,점심,없음,한식
홍대입구역 근처 괜찮은 카페 어디 있을까요?,없음,홍대입구역,카페
서울에서 제일 맛있는 음식점 알려주세요~,없음,서울,없음
강남역 근처에 맛있는 파스타집 있나요?,점심,강남역,맛있는 파스타집
강남역 주변에 분위기 좋은 레스토랑을 알고 싶어요.,없음,강남역,분위기 좋은 레스토랑
신촌에서 소개팅하기 좋은 장소 좀 알려주세요.,없음,신촌,소개팅
강남역 근처에 조용한 카페 있나요?,없음,강남역,조용한 카페
서울에서 맛있는 고깃집 추천해주세요.,없음,서울,맛있는 고깃집
강남역 주변 맛집 추천해줘.,없음,강남역,없음
강남역 근처에 주차 가능한 카페 있나요?,없음,강남역,주차 가능
가로수길 주변에 분위기 좋은 카페 있나요?,없음,가로수길,분위기 좋은 카페
서울역 근처 맛집 알려주세요.,없음,서울역,"한식, 양식, 일식 등 다양한 종류의 식당"
이태원역 근처에 분위기 좋은 술집 있나요?,저녁,이태원역,분위기 좋은 술집
강남역 주변 맛집 알려주세요.,없음,강남역,없음
혹시 홍대근처에 맛집이 있나요?,없음,홍대,없음
서울 근교로 1박2일 여행지 추천해주세요.,없음,서울,1박2일
오늘 저녁은 뭐 먹지?,없음,없음,없음
서울시 영등포구 당산동0가 에 맛있는 횟집 있나요?,없음,당산동,맛있는 횟집
강남에서 데이트하기 좋은 레스토랑이 어디야?,없음,강남,데이트하기 좋은 레스토랑
강남역 근처에서 파스타가 맛있는 곳 추천해주세요.,없음,강남역,파스타
홍대입구역 근처에 분위기 좋은 카페를 찾고 있어요.,없음,홍대입구역,분위기 좋은 카페
다음 주 토요일 오전 11시에 브런치 먹을 만한 곳 추천해줘.,점심,없음,브런치
이태원에서 와인마시기 좋은 곳 추천해주세요~,없음,이태원,와인 마시기 좋은 곳
내일 아침으로 뭘 먹을까?,아침,없음,없음
서울에서 혼자 밥 먹기 좋은 식당은 어디인가요?,점심,서울,혼밥
강남역 근처에 혼밥하기 좋은 식당 있나요?,없음,강남역,혼밥하기 좋은 식당
강남역에서 소개팅하기 좋은 레스토랑을 추천해주세요.,없음,강남역,소개팅하기 좋은 레스토랑
서울역 근처에 분위기 좋은 카페를 찾고 있어요. 추천해주세요.,저녁,서울역,분위기 좋은 카페
맛있는 집을 찾고 있습니다.,없음,없음,없음
강남역 주변에 맛있는 삼겹살집 있어?,없음,강남역,맛있어야 함
점심으로 뭐 먹지?,점심,없음,없음
이태원 경리단길 분위기 좋은 레스토랑 추천해주세요.,없음,이태원 경리단길,분위기 좋은 레스토랑
강남에서 가성비 좋은 파스타집 추천해주세요.,없음,강남구,없음
이태원역 근처에 괜찮은 바가 있나요?,없음,이태원역,괜찮은 바
이 근처에 맛있는 식당이 어디죠?,없음,없음,없음
홍대입구역 근처에 분위기 좋은 카페 추천해주세요.,없음,홍대입구역,분위기 좋은 카페
강남역 근처 혼밥하기 좋은 곳 알려주세요.,없음,강남역,혼밥하기 좋은 곳
강남역근처에서 혼밥할건데 뭐먹을까요??,없음,강남역,혼밥
오늘은 뭐 먹지?,점심,없음,없음
신촌에서 혼밥할만한 곳 있나요?,없음,신촌,혼밥
강남역 주변에 분위기 좋은 레스토랑 있나요?,없음,강남역,분위기 좋은 레스토랑
서울의 야경을 볼 수 있는 곳은 어디인가요?,없음,서울,야경
강남역 근처에 맛있는 스시집 좀 찾아줘.,없음,강남역,맛있는 스시집
광화문 근처에서 점심 먹을만한 곳 있나요?,점심,광화문,없음
점심으로 먹기 좋은 메뉴는 무엇일까요?,없음,없음,없음
홍대입구역 근처에 점심으로 가볍게 먹을 수 있는 음식점 추천해주세요.,없음,홍대입구역,없음
내일 오전 11시에 강남역 부근에서 맛있는 파스타집 알려주세요.,점심,강남역,맛있는 파스타집
오늘 점심 뭐 먹을까?,점심,서울,없음
서울 근교의 맛집 알려주세요.,없음,서울,없음
여기 주변에 맛집 뭐있어?,없음,없음,없음
이번 주말에 친구랑 놀러갈 만한 곳 추천해주세요.,없음,서울,나들이 장소
강남구청역 근처에서 점심 먹을건데 메뉴 추천 해주세요~,없음,강남구청역,없음
강남역 근처에서 저녁으로 먹기 좋은 맛집 있나요?,저녁,강남역,없음
이태원 경리단길 루프탑 카페 추천해주세요.,없음,이태원 경리단길,루프탑 카페
강남역에서 데이트 하기 좋은 맛집 추천해주세요.,저녁,강남역,데이트 장소
서울역 근처 분위기 좋은 레스토랑 추천해주세요!,없음,서울역,분위기 좋은 레스토랑
